longname,LOC,CYCLO,MAXNESTING,CC,CM,FANOUT,CountInput,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NOPL,label
0.17.0_CleandDuplicate__org.elasticsearch.index.field.function.sort.StringFieldsFunctionDataComparator.StringFieldsFunctionDataComparator,4,1,0,1.0,1.0,0,3,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,2,0
.14_CleandDuplicate__org.jfree.chart.panel.CrosshairOverlay.addRangeCrosshair,14,2,1,1.0,2.0,3,4,0,8,1,5,6,3,2,0,4,6,1,5,2,2,1,0,0,0,0.75,2,2,2,1,1,0
re-R3_3_CleandDuplicate__Foo.m1,5,2,1,0.0,0.0,0,0,0,5,2,2,0,0,1,0,3,4,2,2,2,2,1,0,0,0,0.0,2,2,2,1,0,0
re-R3_3_2_CleandDuplicate__org.eclipse.jdt.internal.core.JavaElement.getJavaProject,10,3,2,23.0,48.0,1,48,0,7,2,5,3,2,2,0,4,6,2,4,3,3,3,2,2,2,0.43,3,3,3,3,0,0
re-R2_1_3_CleandDuplicate__CompletionKeywordCatch2.foo,1,1,0,0.0,0.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0.0,1,1,1,1,0,0
-src_CleandDuplicate__org.jboss.resource.adapter.jms.JmsBytesMessage.JmsBytesMessage,10,1,0,1.0,1.0,1,3,0,4,1,1,6,2,1,0,1,2,1,1,1,1,1,0,0,0,1.5,1,1,1,1,2,0
.8.0_CleandDuplicate__org.apache.hadoop.hive.ql.index.bitmap.BitmapIndexHandler.checkQuerySize,6,1,0,0.0,0.0,0,0,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,1.0,1,1,1,1,2,0
-src_CleandDuplicate__org.jboss.util.Counter.toString,8,1,0,2.0,2.0,1,3,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,0,0,0,1.67,1,1,1,1,0,0
c_CleandDuplicate__org.jboss.web.tomcat.tc4.WebCtxLoader.findLifecycleListeners,4,1,0,0.0,0.0,0,0,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
leases-lucene-solr-3.4.0_CleandDuplicate__org.apache.lucene.facet.search.cache.CategoryListData.iterator,6,1,0,3.0,3.0,1,5,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,0,0,0,1.0,1,1,1,1,1,0
2.0_CleandDuplicate__org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.Divide.Divide,3,1,0,3.0,3.0,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
c_CleandDuplicate__org.jboss.net.axis.AxisInvocationHandler.AxisInvocationHandler,12,1,0,2.0,2.0,2,4,0,4,1,1,8,3,1,0,1,2,1,1,1,1,1,0,0,0,2.0,1,1,1,1,2,0
0.18.0_CleandDuplicate__org.elasticsearch.common.metrics.MeanMetric.sum,3,1,0,8.0,9.0,1,10,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
.Final-distribution-src_CleandDuplicate__org.jboss.system.server.jmx.JMXKernel.getBuildID,4,1,0,0.0,0.0,1,1,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_4_2_CleandDuplicate__X.foo,3,1,0,0.0,0.0,0,0,0,3,2,1,0,0,1,0,1,2,2,0,1,1,1,0,0,0,0.0,1,1,1,1,0,0
N_0_10_1_CleandDuplicate__org.argouml.i18n.NotationResourceBundle_fr.getModuleDescription,3,1,0,0.0,0.0,0,0,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
1-src_CleandDuplicate__org.jboss.system.server.profileservice.repository.RepositoryAdminAdaptor.create,39,9,2,0.0,0.0,6,8,4,31,2,26,4,11,192,2,18,28,3,25,9,9,1,0,0,0,0.13,9,9,9,1,0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.internal.compiler.codegen.MethodNameAndTypeCache.equalsForNameAndType,7,1,0,1.0,3.0,2,6,0,3,1,1,4,3,1,0,1,2,1,1,1,2,1,0,0,0,1.33,1,1,2,1,2,0
-src_CleandDuplicate__javax.resource.spi.InvalidPropertyException.setInvalidPropertyDescriptors,9,1,0,0.0,0.0,0,1,0,4,1,1,5,1,1,0,1,2,1,1,1,1,1,0,0,0,1.25,1,1,1,1,1,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor._dup,8,1,0,0.0,0.0,2,4,0,5,1,3,3,3,1,0,3,4,1,3,1,1,1,0,0,0,0.6,1,1,1,1,1,0
.2-src_CleandDuplicate__org.apache.tools.ant.types.selectors.SelectSelector.hasSelectors,10,2,1,1.0,2.0,3,1,0,6,1,3,4,4,2,0,2,4,1,3,2,2,1,1,0,0,0.67,2,2,2,1,0,0
-src_CleandDuplicate__xpetstore.domain.catalog.ejb.Item.setUnitCost,4,1,0,0.0,0.0,0,1,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
re-R3_4_CleandDuplicate__org.eclipse.jdt.apt.core.internal.declaration.AnnotationValueImpl.toString,1,2,0,0.0,0.0,1,1,0,1,1,1,1,2,1,0,1,2,1,1,2,2,1,0,0,0,1.0,2,2,2,1,0,0
3.0_CleandDuplicate__org.apache.pig.builtin.DoubleMin.getFinal,3,1,0,0.0,0.0,1,0,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_1_2_CleandDuplicate__org.eclipse.jdt.core.dom.rewrite.ASTRewrite.validateIsListProperty,6,2,1,0.0,0.0,1,2,0,6,2,3,1,2,2,0,2,4,2,2,2,2,1,0,0,0,0.17,2,2,2,1,1,0
.5.0_CleandDuplicate__org.apache.hadoop.hive.ql.parse.ErrorMsg.ErrorMsg,4,1,0,1.0,1.0,0,3,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,2,0
re-R3_4_1_CleandDuplicate__org.eclipse.jdt.core.Signature.appendTypeSignature,95,37,2,1.0,2.0,3,34,0,77,3,71,19,8,34,2,30,35,3,32,5,37,17,122,122,122,0.25,37,5,37,17,5,0
rc2_CleandDuplicate__org.apache.ivy.plugins.repository.LazyResource.init,6,1,0,1.0,1.0,2,2,0,6,1,4,0,8,1,0,4,5,1,4,1,1,1,0,0,0,0.0,1,1,1,1,1,0
-src_CleandDuplicate__org.jboss.injection.JndiPropertyInjector.JndiPropertyInjector,7,1,0,1.0,1.0,1,5,0,7,1,4,0,5,1,0,4,5,1,4,1,1,1,0,0,0,0.0,1,1,1,1,4,0
re-R3_3_1_1_CleandDuplicate__org.eclipse.jdt.internal.core.util.ClassFileReader.getClassIndex,6,1,0,0.0,0.0,0,1,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,1.0,1,1,1,1,0,0
276-tags-aTunes_2_0_0_CleandDuplicate__net.sourceforge.atunes.gui.views.panels.PlayListTabPanel.SwitchPlayList.SwitchPlayList,3,1,0,1.0,1.0,0,2,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
es-J_1_2_3_CleandDuplicate__org.apache.html.dom.HTMLOptionElementImpl.setDefaultSelected,5,1,0,0.0,0.0,1,1,0,4,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0.25,1,1,1,1,1,0
c_CleandDuplicate__org.jboss.mx.logging.LoggerAdapterFactorySupport.LoggerAdapterFactorySupport,7,1,0,0.0,0.0,1,0,0,4,1,1,3,2,1,0,1,2,1,1,1,1,1,0,0,0,0.75,1,1,1,1,0,0
leases-lucene-solr-3.6.0_CleandDuplicate__org.apache.solr.client.solrj.response.SpellCheckResponse.Collation.getNumberOfHits,3,1,0,1.0,1.0,0,2,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_3_2_CleandDuplicate__org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor._dload_3,11,1,0,0.0,0.0,3,5,0,8,1,6,3,5,1,0,3,4,1,3,1,1,1,0,0,0,0.38,1,1,1,1,1,0
-src_CleandDuplicate__org.jboss.mx.notification.ListenerRegistry.iterator,12,1,0,2.0,2.0,1,2,0,4,1,1,8,2,1,0,1,2,1,1,1,1,1,0,0,0,2.0,1,1,1,1,0,0
-src_CleandDuplicate__org.jboss.metadata.QueryMetaData.importEjbJarXml,38,4,1,1.0,1.0,5,6,5,23,6,17,10,14,6,1,11,15,4,11,4,5,1,2,0,0,0.43,4,4,5,1,1,0
ra-0.8.1-src_CleandDuplicate__org.apache.cassandra.SchemaLoader.standardCFMD,4,1,0,1.0,2.0,1,6,0,4,1,1,0,3,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,2,0
N_0_30_CleandDuplicate__org.argouml.uml.ui.behavior.state_machines.UMLStateVertexContainerListModel.isValidElement,3,1,0,0.0,0.0,3,1,0,3,1,1,0,4,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
1.4.16_CleandDuplicate__org.apache.wicket.util.upload.FileUploadBase.setHeaderEncoding,12,1,0,1.0,1.0,0,2,0,4,1,1,8,1,1,0,1,2,1,1,1,1,1,0,0,0,2.0,1,1,1,1,1,0
rc1_CleandDuplicate__org.apache.ivy.plugins.repository.TransferEvent.getTotalLength,3,1,0,2.0,3.0,0,4,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
0.18.0_CleandDuplicate__org.elasticsearch.common.StopWatch.lastTaskTime,9,2,1,13.0,13.0,1,14,0,6,1,3,3,2,2,0,2,4,1,3,2,2,1,0,0,0,0.5,2,2,2,1,0,0
.3-src_CleandDuplicate__org.apache.tools.ant.taskdefs.Ant.setDir,10,1,0,2.0,2.0,0,3,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,0,0,0,2.33,1,1,1,1,1,0
re-R3_4_2_CleandDuplicate__org.eclipse.jdt.internal.core.search.TypeNameMatchRequestorWrapper.acceptType,36,10,5,0.0,0.0,9,11,0,35,5,27,1,10,14,1,16,24,6,18,9,11,4,7,5,5,0.03,10,9,11,4,7,0
karta_CleandDuplicate__org.apache.tools.ant.taskdefs.SQLExec.Transaction.setSrc,3,1,0,1.0,1.0,0,2,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
c_CleandDuplicate__org.jboss.mail.MailService.getDefaultSender,10,2,1,0.0,0.0,1,1,0,7,1,4,3,2,2,0,2,4,1,3,2,2,1,1,0,0,0.43,2,2,2,1,0,0
.8.0_CleandDuplicate__org.apache.hadoop.hive.jdbc.HivePreparedStatement.setPoolable,4,1,0,0.0,0.0,0,0,0,3,1,1,1,0,1,0,1,2,1,1,1,1,1,0,0,0,0.33,1,1,1,1,1,0
re-R2_1_1_CleandDuplicate__CompletionKeywordCatch9.foo,4,1,0,0.0,0.0,0,1,0,4,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0.0,1,1,1,1,0,0
andDuplicate__net.sourceforge.jvlt.EntryPanel.updateActions,7,1,0,0.0,0.0,3,5,1,6,3,3,0,3,1,0,3,4,2,2,1,1,1,0,0,0,0.0,1,1,1,1,0,0
276-tags-aTunes_1_6_3_CleandDuplicate__net.sourceforge.atunes.gui.views.dialogs.EditTagDialog.getYearTextField,3,1,0,1.0,2.0,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
ra-0.8.3-src_CleandDuplicate__org.apache.cassandra.thrift.Cassandra.AsyncClient.describe_splits_call.getResult,8,2,1,0.0,0.0,3,0,0,8,3,5,0,8,2,0,4,6,3,3,2,2,1,0,0,0,0.0,2,2,2,1,0,0
8.0_CleandDuplicate__org.apache.pig.impl.plan.OperatorPlan.trimAbove,20,3,2,3.0,4.0,3,6,0,12,3,8,8,5,3,0,5,9,4,5,3,3,1,1,0,0,0.67,3,3,3,1,2,0
-src_CleandDuplicate__org.mortbay.util.ByteBufferOutputStream.capacity,7,1,0,2.0,2.0,0,4,0,4,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,0.75,1,1,1,1,0,0
c_CleandDuplicate__org.jboss.cache.TreeCache._removeData,7,1,0,1.0,1.0,1,4,0,4,2,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,0.75,1,1,1,1,3,0
re-R3_3_1_CleandDuplicate__org.eclipse.jdt.internal.codeassist.CompletionEngine.substituteMethodTypeParameterNames,37,8,5,0.0,0.0,3,5,6,31,7,22,0,5,24,1,21,29,10,19,8,8,4,6,6,3,0.0,8,8,8,4,2,0
276-tags-aTunes_1_8_1_CleandDuplicate__net.sourceforge.atunes.kernel.modules.cdripper.encoders.FlacEncoder.setArtist,3,1,0,0.0,0.0,0,1,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
1.4.17_CleandDuplicate__org.apache.wicket.markup.Markup.addMarkupElement,10,1,0,2.0,2.0,1,5,0,4,1,1,6,1,1,0,1,2,1,1,1,1,1,0,0,0,1.5,1,1,1,1,2,0
ndDuplicate__org.apache.qpid.client.AMQSession_0_10.releaseForRollback,6,1,0,0.0,0.0,3,2,0,6,1,3,0,4,1,0,3,4,1,3,1,1,1,0,0,0,0.0,1,1,1,1,0,0
_CleandDuplicate__org.hsqldb.Expression.Collector.addAll,15,3,2,3.0,5.0,1,12,4,10,2,6,1,1,3,0,8,10,3,7,3,3,1,0,0,0,0.1,3,3,3,1,2,0
1.4.11_CleandDuplicate__org.apache.wicket.extensions.ajax.markup.html.form.upload.UploadWebRequest.setUploadInfo,18,3,1,1.0,2.0,2,5,0,12,1,5,6,2,4,1,3,6,1,5,3,3,1,0,0,0,0.5,3,3,3,1,2,0
re-R3_3_CleandDuplicate__org.eclipse.jdt.internal.compiler.impl.IntConstant.floatValue,3,1,0,0.0,0.0,0,1,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0.33,1,1,1,1,0,0
c_CleandDuplicate__org.mortbay.http.HttpFields.Field.write,30,6,3,1.0,1.0,2,12,0,30,3,20,0,2,6,1,14,20,2,18,6,7,6,6,6,6,0.0,6,6,7,6,2,0
-src_CleandDuplicate__org.jboss.ejb.TxEntityMap.associate,15,2,1,0.0,0.0,3,3,0,11,3,5,4,4,2,0,4,6,2,4,2,2,1,0,0,0,0.36,2,2,2,1,2,0
0.7_CleandDuplicate__org.apache.nutch.io.VersionMismatchException.VersionMismatchException,4,1,0,5.0,5.0,0,7,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,2,0
ta4-src_CleandDuplicate__org.jboss.ejb3.dependency.JndiDemandMetaData.toString,5,1,0,0.0,0.0,2,3,0,5,1,2,0,2,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,1,0
.0_CleandDuplicate__org.apache.hadoop.hbase.util.PairOfSameType.iterator.(Anon_1).remove,3,1,0,0.0,0.0,0,0,0,3,0,2,0,0,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
N_0_32_1_CleandDuplicate__org.argouml.profile.internal.ocl.EvaluateExpression.caseAPostfixExpressionTail,13,3,1,0.0,0.0,2,1,1,11,1,7,1,6,4,1,5,8,1,7,3,3,1,0,0,0,0.09,3,3,3,1,1,0
2_2_3_1_CleandDuplicate__org.apache.struts2.util.SubsetIteratorFilter.execute,61,13,4,1.0,1.0,9,11,13,44,6,31,5,15,37,2,23,36,8,28,13,14,1,2,0,0,0.11,13,13,14,1,0,0
-src_CleandDuplicate__org.jboss.monitor.SnapshotRecordingMonitor.SnapshotRecordingMonitor,5,1,0,1.0,1.0,1,2,0,5,1,2,0,4,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,0,0
leandDuplicate__org.hsqldb.sample.FindFile.fillFileNames,36,2,1,1.0,1.0,6,3,8,17,5,12,12,7,2,0,9,11,3,8,2,2,1,1,0,0,0.71,2,2,2,1,3,0
re-R3_3_CleandDuplicate__org.eclipse.jdt.apt.core.internal.declaration.PackageDeclarationImpl.getTypesInPackage,25,8,5,1.0,3.0,5,4,0,23,3,13,2,9,14,1,5,17,7,10,8,12,1,1,0,0,0.09,8,8,12,1,2,0
c_CleandDuplicate__org.jboss.mq.xml.XElement.XElement,20,4,1,1.0,1.0,5,5,0,13,1,8,7,7,8,1,7,11,2,9,4,4,1,0,0,0,0.54,4,4,4,1,2,0
1.4.16_CleandDuplicate__org.apache.wicket.request.target.basic.URIRequestTargetUrlCodingStrategy.decodeParameters,14,1,0,1.0,1.0,4,2,0,7,3,4,7,7,1,0,2,3,2,1,1,1,1,0,0,0,1.0,1,1,1,1,1,0
.4-src_CleandDuplicate__org.apache.tools.ant.taskdefs.Jar.writeIndexLikeList,46,7,2,1.0,1.0,7,4,3,29,6,19,14,9,34,2,13,20,4,16,7,7,3,1,1,1,0.48,7,7,7,3,3,0
.0_CleandDuplicate__com.jrefinery.chart.demo.JFreeChartDemo.displayCombinedAndOverlaidDynamicXYChart,89,3,2,0.0,0.0,20,9,20,51,18,45,18,26,3,0,47,50,19,31,3,3,1,0,0,0,0.35,3,3,3,1,0,0
.1.3-src_CleandDuplicate__org.apache.derby.impl.sql.execute.DeferredConstraintsMemory.CheckInfo.possiblyValidateOnReturn,32,4,2,0.0,0.0,2,3,6,17,5,9,9,3,6,1,5,10,3,7,4,5,3,3,3,2,0.53,4,4,5,3,3,0
N_0_30_2_CleandDuplicate__jdepend.framework.PackageFilter.addPackages,5,2,1,1.0,3.0,2,4,0,5,1,2,0,4,2,0,3,4,2,2,2,2,1,0,0,0,0.0,2,2,2,1,1,0
8.0_CleandDuplicate__org.apache.pig.newplan.logical.relational.LOStore.isEqual,17,5,2,0.0,0.0,2,2,0,15,2,11,2,3,5,1,6,11,2,9,5,8,5,7,7,7,0.13,5,5,8,5,1,0
1.4.20_CleandDuplicate__org.apache.wicket.markup.html.form.RadioGroup.RadioGroup,10,1,0,6.0,6.0,2,8,0,5,1,2,5,3,1,0,2,3,1,2,1,1,1,0,0,0,1.0,1,1,1,1,2,0
-src_CleandDuplicate__org.jboss.util.Strings.Range.Range,11,1,0,1.0,1.0,0,3,0,5,1,2,6,3,1,0,2,3,1,2,1,1,1,0,0,0,1.2,1,1,1,1,2,0
N_0_20_CleandDuplicate__org.argouml.ui.explorer.DnDExplorerTree.isValidDrag,69,12,4,0.0,0.0,12,8,4,54,8,39,11,17,12,1,24,35,6,29,12,12,12,19,19,19,0.2,12,12,12,12,4,0
re-R3_4_CleandDuplicate__org.eclipse.jdt.internal.compiler.codegen.CodeStream.faload,10,3,1,1.0,1.0,2,7,0,10,1,7,1,7,4,1,6,9,1,8,3,3,1,0,0,0,0.1,3,3,3,1,0,0
leases-lucene-solr-3.1_CleandDuplicate__org.apache.solr.search.SolrIndexReader.doUndeleteAll,1,1,0,0.0,0.0,1,1,0,1,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_1_CleandDuplicate__org.eclipse.jdt.core.dom.Block.internalGetChildListProperty,7,2,1,0.0,0.0,2,2,0,6,1,3,1,3,2,0,2,4,1,3,2,2,1,1,0,0,0.17,2,2,2,1,1,0
_CleandDuplicate__org.hsqldb.store.ValuePool.getBigDecimal,11,2,1,1.0,1.0,1,3,2,9,2,4,0,2,2,0,2,5,1,4,2,2,1,1,0,0,0.0,2,2,2,1,1,0
-src_CleandDuplicate__org.jboss.aop.instrument.CallerTransformer.CallerExprEditor.getConstructorConstructorInfoName,4,1,0,0.0,0.0,1,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,3,0
re-R3_5_1_CleandDuplicate__org.eclipse.jdt.core.dom.MethodInvocation.setName,20,2,1,15.0,31.0,1,34,0,9,2,6,11,3,2,0,5,7,2,5,2,2,1,0,0,0,1.22,2,2,2,1,1,0
es-J_1_2_2_CleandDuplicate__org.apache.xerces.validators.schema.TraverseSchema.ErrorHandler.getLocationString,19,3,2,0.0,0.0,4,4,3,15,4,12,2,8,3,0,10,13,4,9,3,3,1,0,0,0,0.13,3,3,3,1,1,0
-src_CleandDuplicate__org.jboss.security.auth.spi.Users.User.User,3,1,0,0.0,0.0,0,0,0,3,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0.0,1,1,1,1,0,0
c_CleandDuplicate__org.jboss.jmx.adaptor.rmi.RMIAdaptorService.getRMIObjectPort,7,1,0,0.0,0.0,0,1,0,4,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,0.75,1,1,1,1,0,0
2_2_3_CleandDuplicate__com.opensymphony.xwork2.conversion.impl.XWorkConverter.loadConversionProperties,3,1,0,1.0,1.0,1,2,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
re-R3_6_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.classfmt.MethodInfo.getMethodDescriptor,17,2,1,1.0,5.0,1,8,0,7,2,4,10,4,2,0,3,5,2,3,2,2,1,0,0,0,1.43,2,2,2,1,0,0
.7.0_CleandDuplicate__org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_index_by_name_args.setIndex_nameIsSet,5,2,1,0.0,0.0,0,1,0,5,1,2,0,1,2,0,1,3,1,2,2,2,1,0,0,0,0.0,2,2,2,1,1,0
-src_CleandDuplicate__org.jboss.xml.binding.MappingObjectModelFactory.ImmutableContainer.getChild,4,2,0,1.0,1.0,3,4,0,4,1,1,0,4,1,0,1,2,1,1,2,2,1,0,0,0,0.0,2,2,2,1,1,0
re-R3_1_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.ast.JavadocFieldReference.printExpression,8,2,1,0.0,0.0,2,3,1,7,1,4,0,3,2,0,3,5,1,4,2,2,1,0,0,0,0.0,2,2,2,1,2,0
re-R3_2_2_CleandDuplicate__org.eclipse.jdt.internal.core.CompilationUnit.becomeWorkingCopy,11,2,1,1.0,1.0,4,3,1,9,4,6,2,5,2,0,5,7,4,3,2,2,1,0,0,0,0.22,2,2,2,1,2,0
N_0_32_2_CleandDuplicate__org.argouml.model.euml.CoreHelperEUMLImpl.setConcurrency,15,1,0,0.0,0.0,3,5,0,15,3,11,0,4,1,0,4,6,3,3,1,1,1,0,0,0,0.0,1,1,1,1,2,0
.14_CleandDuplicate__org.jfree.chart.axis.PeriodAxisLabelInfo.getPeriodClass,9,1,0,1.0,1.0,0,2,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,0,0,0,2.0,1,1,1,1,0,0
N_0_18_1_CleandDuplicate__org.argouml.uml.diagram.static_structure.ui.FigModel.placeString,6,1,0,0.0,0.0,0,0,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,1.0,1,1,1,1,0,0
276-tags-aTunes_1_10_0_CleandDuplicate__net.sourceforge.atunes.kernel.handlers.DesktopHandler.openSearch,21,5,2,2.0,3.0,3,12,0,13,1,9,8,4,5,1,4,7,1,6,5,6,1,6,0,0,0.62,5,5,6,1,5,0
.0_CleandDuplicate__com.jrefinery.chart.CandleSticksPlot.StdLineElement.getPaint,6,1,0,1.0,1.0,0,2,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,1.0,1,1,1,1,0,0
c_CleandDuplicate__org.jboss.ejb.plugins.cmp.jdbc2.schema.EntityTable.Row.setDirty,7,2,1,1.0,1.0,1,5,0,7,1,2,0,1,2,0,1,3,1,2,2,3,1,0,0,0,0.0,2,2,3,1,0,0
re-R3_2_2_CleandDuplicate__org.eclipse.jdt.apt.core.internal.type.WildcardTypeImpl.hashCode,1,1,0,0.0,0.0,1,1,0,1,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
N_0_28_1_CleandDuplicate__org.argouml.uml.diagram.state.ui.FigInitialState.getFillColor,3,1,0,0.0,0.0,1,1,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_4_CleandDuplicate__org.eclipse.jdt.internal.core.search.BasicSearchEngine.searchAllTypeNames.(Anon_3).acceptIndexMatch,47,12,2,0.0,0.0,6,11,1,42,6,33,7,7,30,1,21,30,7,23,11,13,6,10,10,10,0.17,12,11,13,6,5,0
leases-lucene-solr-3.6.0_CleandDuplicate__org.apache.lucene.analysis.synonym.SolrSynonymParser.split,30,7,3,1.0,1.0,8,3,4,26,5,19,1,9,20,1,14,21,5,16,7,7,5,4,4,4,0.04,7,7,7,5,2,0
.1.3-src_CleandDuplicate__org.apache.derby.impl.store.raw.log.LogToFile.privRandomAccessFile,15,2,1,0.0,0.0,2,14,0,15,2,7,0,6,2,0,5,7,1,6,2,2,1,1,0,0,0.0,2,2,2,1,3,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor._dsub,8,1,0,0.0,0.0,2,4,0,5,1,3,3,3,1,0,3,4,1,3,1,1,1,0,0,0,0.6,1,1,1,1,1,0
1.4.11_CleandDuplicate__org.apache.wicket.behavior.StringHeaderContributor.StringContributor.hashCode,8,2,0,0.0,0.0,2,1,0,5,2,2,3,3,1,0,2,3,2,1,2,2,1,0,0,0,0.6,2,2,2,1,0,0
.14_CleandDuplicate__org.jfree.chart.plot.IntervalMarker.equals,30,7,1,1.0,3.0,2,7,0,23,2,15,7,3,7,1,8,15,2,13,7,7,7,6,6,6,0.3,7,7,7,7,1,0
.7.0_CleandDuplicate__org.apache.hadoop.hive.ql.plan.MapredWork.initialize,3,1,0,1.0,2.0,1,2,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
-src_CleandDuplicate__org.jboss.ejb.plugins.cmp.jdbc.JDBCAbstractCreateCommand.initEntityCommand,15,3,2,11.0,11.0,3,14,0,15,2,6,0,4,3,0,3,6,2,4,3,3,1,1,0,0,0.0,3,3,3,1,2,0
N_0_32_2_CleandDuplicate__org.argouml.model.AbstractStateMachinesHelperDecorator.getStatebyName,3,1,0,0.0,0.0,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,2,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.compiler.flow.ConditionalFlowInfo.addPotentialInitializationsFrom,6,1,0,0.0,0.0,1,3,1,5,1,3,0,2,1,0,3,4,1,3,1,1,1,0,0,0,0.0,1,1,1,1,1,0
2_2_3_1_CleandDuplicate__org.apache.struts2.dispatcher.ServletRedirectResult.sendRedirect,19,2,1,1.0,1.0,6,5,1,10,1,7,8,6,2,0,5,7,1,6,2,2,1,1,0,0,0.8,2,2,2,1,2,0
-src_CleandDuplicate__org.jboss.webservice.AxisService.setWebServiceSecurePort,7,1,0,0.0,0.0,0,1,0,4,1,1,3,1,1,0,1,2,1,1,1,1,1,0,0,0,0.75,1,1,1,1,1,0
_CleandDuplicate__org.hsqldb.DatabaseCommandInterpreter.processAlterSchemaRename,17,1,0,0.0,0.0,2,6,4,8,4,6,5,4,1,0,6,7,4,3,1,1,1,0,0,0,0.63,1,1,1,1,0,0
