Classlongname,LOC,NOPA,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,WOC,WMCNAMM,LOCNAMM,NOMNAMM,NOAM,TCC,PK_CountDeclClassMethod,NumberOfTokens,NumberOfIdentifies,NumberOfReturnAndPrintStatements,NumberOfConditionalJumpStatements,NumberOfKeywords,NumberOfAssignments,NumberOfOperatorsWithoutAssignments,NumberOfUniqueIdentifiers,NumberOfDots,NumberOfNewStatements,MinLineCode,CountLineCodeNAMM,LogStmtDecl,CSNOMNAMM,NIM,RFC,CFNAMM,DAC,NMO,NOII,LogCyclomaticStrict,FANIN,FANOUT,ATFD,NumberOfMethodCalls,SumCountPath,NumberOfClassConstructors,AvgLineCodeExe,AvgStmtDecl,NumberOfDepends,label
jfreechart-1.0.10__org.jfree.chart.block.AbstractBlock,607.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,6.0,7.0,3.0,4.0,6.0,0.0,1.0,39.0,7.0,39.0,39.0,0.0,4.0,10.0,25.0,48.0,249.0,72.0,134.0,310.0,112.0,175.0,68.0,107.0,10.0,10.0,10.0,10.0,1.0,1.0,79.0,1.24,62.0,62.0,62.0,48.0,0.16,36.0,359.0,18.0,21.0,0.0866666666666666,0.0,0,0,0,0,0,0,0,0,0,0,3,154,1.7781512503836436,18,0,0,0,4,0,0,1.7993405494535817,218,97,4,0,65,1,3.41025641025641,1.5128205128205128,4,0
eclipse.jdt.core-R3_6_1__Example,5.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,249.0,0,0,0,0,0,0,0,0,0,0,4,4,0.4771212547196624,1,0,0,0,0,0,99,0.4771212547196624,20,40,0,0,2,0,1.0,2.0,0,0
apache-ant-1.8.2-src__org.apache.tools.ant.taskdefs.condition.IsReference,65.0,0.0,2.0,2.0,2.0,2.0,16.0,1.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,13.0,0.0,0.0,0.0,3.0,8.0,34.0,10.0,19.0,23.0,13.0,22.0,9.0,13.0,6.0,6.0,6.0,4.0,2.0,2.0,33.0,0.68,8.0,8.0,8.0,6.0,0.3333333333333333,6.0,49.0,1.0,2.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,24,0.8450980400142568,1,10,0,0,1,1,1,0.9542425094393248,4,12,2,0,14,0,6.333333333333333,2.0,5,0
jboss-3.2.3RC1-src__org.jboss.resource.adapter.jdbc.vendor.OracleExceptionSorter,39.0,0.0,1.0,1.0,6.0,1.0,12.0,2.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,21.0,4.0,12.0,24.0,2.0,5.0,4.0,1.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,1.14,2.0,2.0,12.0,2.0,1.0,2.0,39.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,18,0.6020599913279624,2,0,0,0,0,1,5,1.1139433523068367,1,5,0,0,2,1,6.0,1.5,1,0
struts-STRUTS_2_2_3_1__org.apache.struts2.jasper.xmlparser.ParserUtils,142.0,1.0,5.0,5.0,5.0,2.0,36.0,2.0,22.0,11.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,20.0,72.0,22.0,54.0,50.0,35.0,48.0,21.0,27.0,9.0,9.0,9.0,4.0,1.0,5.0,66.0,0.69,15.0,15.0,15.0,6.0,0.6666666666666666,15.0,142.0,3.0,0.0,1.0,28.0,0,0,0,0,0,0,0,0,0,0,4,67,1.255272505103306,3,0,0,0,2,0,51,1.2041199826559248,20,31,7,0,36,0,17.0,5.666666666666667,5,0
xerces2-j-Xerces-J_1_4_0__org.apache.xerces.validators.common.ContentLeafNameTypeVector,43.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,8.0,22.0,8.0,11.0,13.0,10.0,16.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,50.0,0.59,5.0,5.0,5.0,4.0,0.4285714285714285,3.0,33.0,3.0,1.0,0.1666666666666666,7.0,0,0,0,0,0,0,0,0,0,0,2,8,0.6989700043360189,3,0,0,0,2,0,0,0.7781512503836436,16,9,0,0,5,3,2.0,1.0,1,0
manifoldcf-release-0.5-incubating__org.apache.manifoldcf.core.cachemanager.BaseDescription.LocalCacheClass,54.0,0.0,2.0,2.0,2.0,1.0,10.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,38.0,8.0,16.0,13.0,11.0,20.0,8.0,12.0,4.0,4.0,4.0,1.0,1.0,3.0,50.0,0.34,8.0,8.0,8.0,4.0,0.5,3.0,22.0,2.0,2.0,0.1666666666666666,7.0,0,0,0,0,0,0,0,0,0,0,4,10,0.7781512503836436,2,0,0,0,1,2,5,0.9542425094393248,9,9,0,0,8,2,3.75,1.25,2,0
xerces2-j-Xerces-J_2_1_0__org.apache.xerces.dom.DOMNormalizer,1034.0,0.0,7.0,6.0,8.0,2.0,41.0,4.0,27.0,11.0,2.0,33.0,0.0,0.0,5.0,17.0,14.0,17.0,17.0,0.0,0.0,10.0,7.0,177.0,603.0,118.0,397.0,273.0,292.0,434.0,119.0,315.0,45.0,41.0,56.0,14.0,1.0,7.0,87.0,0.45,121.0,116.0,144.0,42.0,1.0,120.0,1030.0,16.0,1.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,1,465,1.7853298350107671,16,0,0,0,12,6,0,2.161368002234975,92,133,5,4,73012,1,19.764705882352946,3.5294117647058822,34,0
argouml-VERSION_0_30__org.argouml.model.euml.CoreHelperEUMLImpl.setNavigable.(Anon_21),15.0,0.0,2.0,2.0,2.0,1.0,14.0,0.0,8.0,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,6.0,6.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.67,2.0,2.0,2.0,1.0,1.0,2.0,15.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,8,8,0.4771212547196624,1,0,0,0,0,0,15,0.4771212547196624,1,3,1,0,2,0,5.0,2.0,3,0
qpid-0.18__org.apache.qpid.example.Drain,73.0,0.0,4.0,4.0,4.0,2.0,21.0,3.0,17.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,2.0,13.0,60.0,18.0,43.0,0.0,31.0,40.0,15.0,25.0,7.0,7.0,7.0,4.0,2.0,3.0,0.0,0.0,8.0,8.0,8.0,5.0,1.0,8.0,73.0,2.0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,6,35,1.1139433523068367,2,10,7,7,2,0,110,0.9542425094393248,9,15,5,2,33,1,12.0,6.0,3,0
eclipse.jdt.core-R3_4_1__org.eclipse.jdt.internal.compiler.apt.dispatch.BatchAnnotationProcessorManager,223.0,0.0,4.0,4.0,4.0,2.0,24.0,0.0,19.0,6.0,1.0,4.0,0.0,0.0,1.0,7.0,8.0,7.0,28.0,0.0,2.0,0.0,5.0,17.0,154.0,41.0,106.0,64.0,85.0,118.0,40.0,78.0,12.0,12.0,15.0,8.0,3.0,4.0,69.0,0.42,30.0,30.0,33.0,18.0,0.8,23.0,175.0,5.0,2.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,3,103,1.4913616938342726,5,21,0,0,7,4,99,1.5314789170422551,31,54,7,0,43,1,14.285714285714286,4.285714285714286,5,0
eclipse.jdt.core-R3_4__org.eclipse.jdt.internal.compiler.ast.QualifiedTypeReference,109.0,2.0,2.0,2.0,3.0,1.0,10.0,1.0,9.0,0.0,1.0,14.0,6.0,0.0,0.0,8.0,2.0,8.0,87.0,0.0,0.0,2.0,6.0,18.0,79.0,17.0,53.0,14.0,40.0,61.0,19.0,42.0,11.0,11.0,14.0,7.0,5.0,3.0,50.0,0.18,23.0,23.0,26.0,14.0,0.625,11.0,73.0,6.0,2.0,0.4,77.0,0,0,0,0,0,0,0,0,0,0,3,44,1.230448921378274,6,79,0,0,2,6,99,1.4313637641589874,96,87,4,0,21,1,6.625,2.0,17,0
elasticsearch-0.17.0__org.elasticsearch.search.facet.termsstats.TermsStatsFacet.ComparatorType.(Anon_4),15.0,0.0,3.0,3.0,3.0,3.0,10.0,0.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,5.0,4.0,3.0,6.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.4,3.0,3.0,3.0,3.0,1.0,3.0,15.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,9,9,0.3010299956639812,1,0,0,0,0,0,49,0.6020599913279624,3,3,0,0,3,0,5.0,1.0,2,0
jboss-as-6.0.0.Final-distribution-src__org.jboss.system.server.profileservice.repository.clustered.sync.AbstractSynchronizationAction.State,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.2222222222222222,2.0,1.0,2.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,7,0,25,0.4771212547196624,0,2,0,0,0,0,0.0,0.0,0,0
db-derby-10.15.1.3-src__org.apache.derby.impl.store.access.StorableFormatId,236.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,19.0,1.0,19.0,91.0,0.0,0.0,1.0,18.0,30.0,98.0,29.0,30.0,108.0,23.0,46.0,22.0,24.0,2.0,2.0,2.0,1.0,2.0,1.0,68.0,1.1,22.0,22.0,22.0,19.0,0.5,10.0,98.0,9.0,10.0,0.065359477124183,8.0,0,0,0,0,0,0,0,0,0,0,3,39,1.3010299956639813,9,72,1,1,0,14,14,1.3617278360175928,23,27,0,1,22,2,1.5263157894736843,1.0,8,0
eclipse.jdt.core-R3_0_2__org.eclipse.jdt.internal.compiler.lookup.ImportBinding,40.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,4.0,3.0,24.0,9.0,10.0,16.0,12.0,18.0,9.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,62.0,0.67,5.0,5.0,5.0,4.0,0.5714285714285714,5.0,40.0,4.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,3,18,0.6989700043360189,4,5,0,0,3,2,0,0.7781512503836436,12,12,0,0,5,1,2.5,1.0,4,0
jboss-3.2.3RC1-src__org.mortbay.servlet.AdminServlet.doAction.(Anon_1),16.0,0.0,4.0,4.0,4.0,1.0,15.0,0.0,15.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0,11.0,0.0,9.0,13.0,3.0,10.0,4.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,15,15,0.6020599913279624,1,0,0,0,0,0,5,0.6989700043360189,3,8,2,0,6,0,11.0,3.0,4,0
struts-STRUTS_2_2_3_1__org.apache.struts2.SoyBean,11.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,4.0,3.0,0.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,3,0,0.4771212547196624,0,0,0,0,0,0,51,0.4771212547196624,2,2,0,0,2,0,1.0,1.0,0,0
eclipse.jdt.core-R3_0_2__org.eclipse.update.configurator.ConfigurationActivator.refreshPackages.(Anon_3),7,0.0,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,6,6,0.3010299956639812,1,0,0,0,0,0,0,0.4771212547196624,4,4,0,0,2,0,4.0,1.0,0,0
db-derby-10.15.1.3-src__org.apache.derby.iapi.jdbc.CharacterStreamDescriptor.Builder,236,0.0,1.0,1.0,1.0,1.0,15.0,0.0,7.0,8.0,1.0,3.0,0.0,0.0,1.0,13.0,9.0,13.0,13.0,0.0,0.0,0.0,13.0,16.0,106.0,26.0,72.0,114.0,54.0,74.0,25.0,49.0,6.0,6.0,11.0,1.0,1.0,2.0,70.0,1.08,19.0,19.0,24.0,13.0,1.0,19.0,236.0,13.0,0.0,0.0256410256410256,7.0,0,0,0,0,0,0,0,0,0,0,1,94,1.1760912590556811,13,0,0,0,1,0,14,1.3979400086720375,107,39,0,0,30,1,4.846153846153846,1.0769230769230769,3,0
lucene-solr-releases-lucene-solr-3.2__org.apache.solr.search.ExtendedAnalyzer,109,1.0,3.0,3.0,3.0,3.0,15.0,1.0,13.0,0.0,1.0,9.0,0.0,2.0,0.0,4.0,4.0,6.0,15.0,0.0,0.0,0.0,6.0,16.0,89.0,30.0,57.0,4.0,52.0,75.0,31.0,44.0,12.0,12.0,13.0,12.0,2.0,2.0,62.0,0.04,22.0,22.0,23.0,20.0,0.4285714285714285,15.0,88.0,3.0,3.0,0.4666666666666667,61.0,0,0,0,0,0,0,0,0,0,0,3,60,1.4313637641589874,3,9,0,0,3,3,24,1.380211241711606,22,34,5,0,38,1,9.166666666666666,4.333333333333333,10,0
argouml-VERSION_0_34__org.argouml.uml.ui.TabStereotype,388,0.0,2.0,2.0,2.0,1.0,20.0,1.0,15.0,4.0,2.0,16.0,0.0,0.0,3.0,7.0,10.0,7.0,59.0,0.0,3.0,0.0,4.0,39.0,247.0,69.0,163.0,104.0,127.0,176.0,63.0,113.0,3.0,3.0,3.0,1.0,4.0,2.0,81.0,0.42,14.0,14.0,15.0,7.0,0.75,11.0,378.0,6.0,1.0,0.1666666666666666,19.0,0,0,0,0,0,0,0,0,0,0,4,95,1.255272505103306,6,52,2,1,10,2,18,1.2041199826559248,27,73,4,2,13,1,12.0,2.4285714285714284,19,0
lucene-solr-releases-lucene-solr-3.3__org.apache.lucene.store.RAMFile,90,0.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,11.0,5.0,11.0,11.0,1.0,0.0,7.0,3.0,16.0,47.0,19.0,19.0,27.0,20.0,34.0,19.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,80.0,0.57,12.0,12.0,12.0,11.0,0.0,6.0,72.0,5.0,6.0,0.0,31.0,0,0,0,0,0,0,0,0,0,0,1,21,1.1139433523068367,5,0,1,1,2,0,26,1.1139433523068367,38,18,1,1,12,2,1.4545454545454546,1.0909090909090908,1,0
elasticsearch-0.15.0__org.elasticsearch.index.query.xcontent.CustomScoreQueryParser.ScriptScoreFunction,25,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,5.0,20.0,8.0,9.0,0.0,10.0,15.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,0.0,4.0,4.0,4.0,4.0,0.6666666666666666,3.0,22.0,3.0,1.0,0.3333333333333333,7.0,0,0,0,0,0,0,0,0,0,0,3,14,0.8450980400142568,3,0,0,0,1,3,44,0.6989700043360189,9,11,1,0,4,1,2.25,1.5,2,0
eclipse.jdt.core-R3_4__org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldType,22,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,45.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,6.0,10.0,6.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.83,2.0,2.0,2.0,2.0,1.0,2.0,22.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,10,0.4771212547196624,2,43,0,0,0,1,99,0.4771212547196624,8,9,0,0,2,1,3.0,1.0,6,0
elasticsearch-0.18.0__org.elasticsearch.cluster.routing.allocation.decider.ClusterRebalanceAllocationDecider,62,0.0,8.0,8.0,9.0,6.0,25.0,0.0,24.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,2.0,13.0,0.0,0.0,0.0,2.0,4.0,57.0,13.0,33.0,1.0,23.0,44.0,15.0,29.0,12.0,12.0,13.0,12.0,3.0,4.0,0.0,0.02,16.0,16.0,19.0,13.0,1.0,16.0,62.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,15,49,1.1139433523068367,2,11,0,0,1,1,54,1.3010299956639813,11,18,3,0,19,1,16.5,6.0,12,0
eclipse.jdt.core-R3_3_1__org.eclipse.jdt.internal.core.hierarchy.TypeHierarchy.fireChange.(for_loop_4).(Anon_1),7,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.14,2.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,6,0.4771212547196624,2,0,0,0,0,0,38,0.4771212547196624,1,2,0,0,2,0,2.0,1.0,3,0
qpid-0.18__org.apache.qpid.server.exchange.topic.TopicWord,26,2.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,21.0,8.0,5.0,0.0,6.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,0.0,4.0,4.0,4.0,4.0,0.6666666666666666,4.0,26.0,4.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,3,15,0.6989700043360189,4,0,0,0,2,0,110,0.6989700043360189,4,7,0,1,4,3,0.75,1.0,1,0
argouml-VERSION_0_30__org.argouml.uml.ui.foundation.core.PropPanelComment,42,0.0,1.0,1.0,1.0,1.0,27.0,5.0,19.0,3.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,69.0,0.0,0.0,0.0,1.0,7.0,22.0,7.0,18.0,13.0,15.0,17.0,6.0,11.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.59,1.0,1.0,1.0,1.0,1.0,1.0,42.0,1.0,0.0,0.0,30.0,0,0,0,0,0,0,0,0,0,0,19,19,0.6989700043360189,1,68,0,0,0,0,15,0.3010299956639812,1,19,3,0,1,1,17.0,4.0,10,0
eclipse.jdt.core-R3_6_1__A,3,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,249.0,0,0,0,0,0,0,0,0,0,0,8,0,0.4771212547196624,0,0,0,0,0,0,99,0.4771212547196624,307,373,1,0,2,0,5.0,2.0,0,0
apache-ant-1.6.0-src__org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject,24,0.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,12.0,5.0,3.0,9.0,4.0,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,0.75,3.0,3.0,3.0,3.0,0.3333333333333333,1.0,12.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,0.6020599913279624,1,0,0,0,0,0,0,0.6020599913279624,3,3,0,0,3,1,1.0,1.0,0,0
jboss-3.2.6-src__org.jboss.ha.framework.server.HARMIServerImpl,293,0.0,2.0,2.0,2.0,1.0,19.0,1.0,16.0,2.0,2.0,11.0,0.0,0.0,0.0,9.0,8.0,9.0,9.0,0.0,0.0,0.0,9.0,29.0,221.0,75.0,100.0,45.0,70.0,98.0,42.0,56.0,6.0,6.0,6.0,4.0,1.0,3.0,73.0,0.2,19.0,19.0,19.0,12.0,0.7777777777777778,17.0,285.0,7.0,2.0,0.4722222222222222,3.0,0,0,0,0,0,0,0,0,0,0,4,141,1.3010299956639813,7,0,0,0,7,3,4,1.3010299956639813,64,52,8,0,23,4,8.333333333333334,2.111111111111111,11,0
lucene-solr-releases-lucene-solr-3.1__org.apache.lucene.wordnet.AnalyzerUtil.getPorterStemmerAnalyzer.(Anon_5),10,0.0,1.0,1.0,1.0,1.0,8.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,1,25,0.3010299956639812,3,3,0,0,1,0,3.0,1.0,3,0
hive-release-0.7.0__org.apache.hadoop.hive.ql.plan.ExplosionDesc,50,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,23.0,10.0,7.0,21.0,9.0,16.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,50.0,0.91,6.0,6.0,6.0,6.0,0.3333333333333333,2.0,38.0,2.0,4.0,0.0,34.0,0,0,0,0,0,0,0,0,0,0,2,6,0.8450980400142568,2,0,0,0,0,0,7,0.8450980400142568,6,8,0,0,6,2,1.0,1.0,0,0
wicket-wicket-1.4.17__org.apache.wicket.redirect.intercept.InterceptPage.InterceptPage.(Anon_1),12,0.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,299.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,5.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,12.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,7,7,0.3010299956639812,1,0,0,0,0,1,39,0.4771212547196624,0,4,0,0,2,0,3.0,1.0,3,0
elasticsearch-0.17.0__org.elasticsearch.common.inject.InjectorBuilder,277,0.0,2.0,2.0,2.0,1.0,16.0,1.0,11.0,3.0,1.0,18.0,0.0,0.0,0.0,9.0,8.0,9.0,9.0,5.0,3.0,0.0,1.0,46.0,168.0,39.0,97.0,64.0,76.0,120.0,44.0,76.0,5.0,5.0,5.0,1.0,1.0,2.0,61.0,0.38,19.0,19.0,19.0,9.0,1.0,19.0,277.0,9.0,0.0,0.0,54.0,0,0,0,0,0,0,0,0,0,0,3,103,1.2787536009528289,9,0,0,0,8,0,49,1.3010299956639813,47,52,3,1,27,1,7.888888888888889,2.0,19,0
wicket-wicket-1.4.16__org.apache.wicket.markup.html.form.Button.setDefaultFormProcessing.(Anon_1),17,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,14.0,0.0,9.0,0.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,2.0,0.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,4,9,0.4771212547196624,2,0,0,0,0,1,39,0.4771212547196624,2,3,0,0,2,0,2.5,1.0,3,0
xerces2-j-Xerces-J_1_0_4__org.apache.xerces.tree.XmlDocument.ExtWriteContext,18,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,2.0,0.0,0.0,1.0,3.0,15.0,5.0,9.0,0.0,6.0,12.0,5.0,7.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,18.0,3.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,12,0.6989700043360189,3,8,0,0,0,1,0,0.7781512503836436,6,9,1,0,5,2,3.0,1.3333333333333333,4,0
argouml-VERSION_0_32_2__org.argouml.uml.ui.behavior.common_behavior.PropPanelLink,59,0.0,1.0,1.0,1.0,1.0,20.0,1.0,14.0,4.0,1.0,9.0,0.0,0.0,1.0,2.0,2.0,2.0,70.0,0.0,0.0,1.0,1.0,7.0,35.0,10.0,25.0,18.0,16.0,20.0,8.0,12.0,2.0,2.0,2.0,1.0,5.0,1.0,50.0,0.51,3.0,3.0,3.0,2.0,1.0,1.0,42.0,1.0,1.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,11,18,0.6989700043360189,1,68,0,0,2,0,16,0.6020599913279624,4,21,2,1,3,1,11.5,2.0,11,0
