Classlongname,LOC,NOPA,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,WOC,WMCNAMM,LOCNAMM,NOMNAMM,NOAM,TCC,PK_CountDeclClassMethod,NumberOfTokens,NumberOfIdentifies,NumberOfReturnAndPrintStatements,NumberOfConditionalJumpStatements,NumberOfKeywords,NumberOfAssignments,NumberOfOperatorsWithoutAssignments,NumberOfUniqueIdentifiers,NumberOfDots,NumberOfNewStatements,MinLineCode,CountLineCodeNAMM,LogStmtDecl,CSNOMNAMM,NIM,RFC,CFNAMM,DAC,NMO,NOII,LogCyclomaticStrict,FANIN,FANOUT,ATFD,NumberOfMethodCalls,SumCountPath,NumberOfClassConstructors,AvgLineCodeExe,AvgStmtDecl,NumberOfDepends,label
jboss-4.2.2.GA-src__org.jboss.netboot.TrivialDavFilter,97,0.0,2.0,2.0,2.0,1.0,16.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,0.0,2.0,0.0,3.0,13.0,72.0,17.0,51.0,13.0,45.0,57.0,18.0,39.0,5.0,5.0,6.0,3.0,1.0,2.0,30.0,0.18,12.0,12.0,13.0,7.0,1.0,12.0,97.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,68,1.2041199826559248,5,0,0,0,2,0,39,1.146128035678238,17,36,6,0,12,0,10.2,3.0,0,0
lucene-solr-releases-lucene-solr-3.2__org.apache.lucene.queryParser.surround.query.SrndPrefixQuery,63,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,2.0,7.0,31.0,0.0,0.0,1.0,6.0,6.0,40.0,18.0,21.0,17.0,16.0,26.0,12.0,14.0,3.0,3.0,5.0,3.0,3.0,3.0,71.0,0.42,9.0,9.0,11.0,9.0,0.5,6.0,58.0,4.0,3.0,0.2,6.0,0,0,0,0,0,0,0,0,0,0,1,28,1.0,4,24,0,0,0,3,24,1.0791812460476249,16,24,2,0,8,1,3.0,1.2857142857142858,5,0
apache-ant-1.5.2-src__org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,40,1.0,1.0,1.0,1.0,1.0,10.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,42.0,0.0,0.0,0.0,2.0,4.0,18.0,4.0,9.0,18.0,5.0,10.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,0.3333333333333333,2.0,34.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,3,12,0.6020599913279624,1,40,0,0,0,1,0,0.6020599913279624,2,3,0,0,3,0,4.5,1.5,2,0
eclipse.jdt.core-R3_0_1__A,4,0.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,46.0,0,0,0,0,0,0,0,0,0,0,1,3,0.3010299956639812,2,0,0,0,0,0,0,0.4771212547196624,240,266,0,0,2,0,0.0,0.5,0,0
argouml-VERSION_0_22__org.argouml.uml.ui.behavior.state_machines.UMLStateDeferrableEventList,26,0.0,1.0,1.0,1.0,1.0,8.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,37.0,0.0,0.0,0.0,2.0,4.0,11.0,6.0,4.0,11.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.5,1.0,18.0,1.0,1.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,4,4,0.6020599913279624,1,35,0,0,0,1,0,0.4771212547196624,3,4,1,0,2,1,2.0,1.5,4,0
jboss-4.0.4.GA-src__org.jboss.mq.il.uil2.msgs.ReceiveMsg,59,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,3.0,8.0,26.0,0.0,0.0,0.0,8.0,4.0,50.0,13.0,20.0,5.0,21.0,32.0,13.0,19.0,3.0,3.0,3.0,1.0,2.0,1.0,50.0,0.1,11.0,11.0,11.0,8.0,0.5,7.0,42.0,4.0,4.0,0.1071428571428571,4.0,0,0,0,0,0,0,0,0,0,0,4,28,1.0,4,18,0,0,1,2,42,1.0791812460476249,19,23,0,0,10,2,2.5,1.125,3,0
hadoop-release-0.2.0__org.apache.hadoop.metrics.spi.OutputRecord,47,0.0,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,1.0,0.0,0.0,4.0,7.0,20.0,8.0,6.0,20.0,8.0,14.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,40.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,21.0,1.0,4.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,3,4,0.7781512503836436,1,0,0,0,2,0,0,0.7781512503836436,17,13,0,0,5,1,1.2,1.0,2,0
wicket-wicket-1.4.13__org.apache.wicket.markup.html.link.InternalFrame.InternalFrame.(Anon_1),13,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,4,0,0.4771212547196624,0,0,0,0,0,2,39,0.4771212547196624,2,5,0,0,2,0,2.0,1.0,4,0
eclipse.jdt.core-R3_1_2__org.eclipse.jdt.internal.compiler.util.WeakHashSet.HashableWeakReference,22,1.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,22.0,9.0,11.0,2.0,12.0,20.0,9.0,11.0,3.0,3.0,3.0,3.0,2.0,1.0,25.0,0.09,7.0,7.0,7.0,6.0,0.8,7.0,22.0,4.0,0.0,0.3333333333333333,7.0,0,0,0,0,0,0,0,0,0,0,3,19,0.9030899869919436,4,0,0,0,0,0,8,0.9030899869919436,12,22,1,0,7,1,2.75,1.75,1,0
qpid-0.14__org.apache.qpid.AMQChannelClosedException,17,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,10.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.43,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,9,0,0,0,0,75,0.3010299956639812,5,2,0,0,1,1,1.0,1.0,2,0
jboss-3.2.7-src__org.apache.axis.ConfigurationException,111,0.0,1.0,1.0,1.0,1.0,13.0,0.0,8.0,5.0,1.0,2.0,1.0,0.0,2.0,6.0,2.0,6.0,6.0,0.0,1.0,0.0,5.0,10.0,55.0,12.0,23.0,46.0,18.0,29.0,12.0,17.0,4.0,4.0,4.0,1.0,2.0,1.0,66.0,0.84,11.0,11.0,11.0,6.0,0.8,10.0,101.0,5.0,1.0,0.2,60.0,0,0,0,0,0,0,0,0,0,0,4,44,0.9030899869919436,5,0,2,0,2,0,4,1.0791812460476249,25,17,0,2,11,3,3.1666666666666665,1.1666666666666667,2,0
wicket-wicket-1.4.17__org.apache.wicket.examples.ajax.builtin.modal.ModalPanel1,30,0.0,1.0,1.0,1.0,1.0,22.0,1.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,276.0,0.0,0.0,0.0,1.0,3.0,17.0,2.0,8.0,10.0,4.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.59,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,14,0.4771212547196624,1,275,0,0,0,0,39,0.3010299956639812,2,3,0,0,1,1,8.0,2.0,2,0
atunes-code-r6276-tags-aTunes_1_8_1__net.sourceforge.atunes.gui.views.Renderers.(Anon_13),26,0.0,3.0,3.0,3.0,1.0,22.0,3.0,16.0,3.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,19.0,7.0,17.0,3.0,11.0,14.0,8.0,6.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.16,3.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,16,0,0.9030899869919436,0,0,0,0,0,0,4,0.6020599913279624,8,14,3,0,4,0,14.0,7.0,6,0
atunes-code-r6276-tags-aTunes_1_6_1__net.sourceforge.atunes.gui.StandardFrame,342,8.0,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,13.0,0.0,0.0,9.0,31.0,15.0,31.0,31.0,0.0,6.0,0.0,25.0,57.0,255.0,70.0,157.0,34.0,165.0,218.0,70.0,148.0,3.0,3.0,5.0,1.0,2.0,2.0,95.0,0.13,52.0,52.0,55.0,31.0,0.303030303030303,16.0,153.0,10.0,21.0,0.08,7.0,0,0,0,0,0,0,0,0,0,0,3,63,1.662757831681574,10,0,3,0,15,20,1,1.7481880270062005,103,139,4,1,52,1,4.774193548387097,1.4516129032258065,14,0
eclipse.jdt.core-R3_4_2__org.eclipse.jdt.internal.compiler.impl.CompilerOptions,710,150.0,17.0,17.0,17.0,2.0,42.0,0.0,40.0,6.0,4.0,3.0,0.0,2.0,120.0,9.0,30.0,11.0,11.0,1.0,0.0,0.0,10.0,42.0,616.0,175.0,526.0,208.0,403.0,556.0,174.0,382.0,122.0,122.0,122.0,6.0,1.0,4.0,75.0,0.34,194.0,192.0,194.0,25.0,0.03125,42.0,363.0,6.0,5.0,0.1777777777777777,67.0,0,0,0,0,0,0,0,0,0,0,2,108,1.380211241711606,6,0,0,0,2,0,99,2.290034611362518,1298,145,3,0,1000000031,2,33.0,2.090909090909091,7,0
qpid-0.10__org.apache.qpid.transport.network.Frame,117,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,11.0,15.0,6.0,15.0,24.0,0.0,1.0,0.0,14.0,25.0,89.0,41.0,30.0,1.0,37.0,60.0,40.0,20.0,5.0,5.0,5.0,1.0,0.0,0.0,90.0,0.01,12.0,12.0,12.0,8.0,0.2916666666666667,12.0,92.0,8.0,6.0,0.0384615384615384,3.0,0,0,0,0,0,0,0,0,0,0,4,44,1.2041199826559248,8,0,0,0,2,1,79,1.2787536009528289,41,37,1,0,14,1,1.7857142857142858,1.0714285714285714,3,0
struts-STRUTS_2_2_3_1__org.apache.struts2.views.velocity.components.OptGroupDirective,13,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,1.0,1.0,2.0,8.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.38,2.0,2.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0.4771212547196624,0,7,0,0,0,2,51,0.4771212547196624,3,3,0,0,2,0,1.0,1.0,4,0
apache-cassandra-1.1.0-src__org.apache.cassandra.thrift.Cassandra.set_keyspace_args,306,2.0,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,3.0,24.0,2.0,24.0,24.0,0.0,2.0,0.0,22.0,51.0,236.0,58.0,132.0,22.0,96.0,158.0,51.0,107.0,5.0,5.0,9.0,5.0,1.0,3.0,68.0,0.09,51.0,51.0,56.0,36.0,0.5833333333333334,38.0,258.0,16.0,8.0,0.1731601731601731,7.0,0,0,0,0,0,0,0,0,0,0,2,139,1.5314789170422551,16,0,3,3,4,0,14,1.7558748556724917,56,61,4,3,54,3,4.541666666666667,1.375,1,0
apache-cassandra-0.8.1-src__org.apache.cassandra.db.TruncateResponse.TruncateResponseSerializer,17,0.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,16.0,6.0,7.0,0.0,7.0,10.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,2.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,6,13,0.7781512503836436,2,0,0,0,0,2,12,0.4771212547196624,9,6,0,0,2,0,3.5,2.5,2,0
elasticsearch-0.17.0__org.elasticsearch.common.inject.internal.Scoping.(Anon_3),16,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,0.0,0.0,0.0,4.0,3.0,13.0,1.0,9.0,0.0,4.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.75,3.0,13.0,3.0,1.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,3,9,0.6989700043360189,3,0,0,0,0,2,49,0.6989700043360189,6,6,0,0,4,0,2.0,1.0,6,0
atunes-code-r6276-tags-aTunes_1_8_2__net.sourceforge.atunes.kernel.controllers.coverNavigator.CoverNavigatorController.updateCovers.(Anon_3),54,0.0,3.0,3.0,3.0,1.0,16.0,1.0,15.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,49.0,7.0,41.0,0.0,27.0,38.0,11.0,27.0,6.0,6.0,7.0,1.0,2.0,2.0,0.0,0.0,9.0,9.0,10.0,3.0,0.0,9.0,54.0,3.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,5,45,1.0791812460476249,3,0,0,0,0,0,5,1.0413926851582251,26,50,5,0,21,0,12.333333333333334,3.6666666666666665,6,0
eclipse.jdt.core-R3_2_2__org.eclipse.jdt.internal.compiler.lookup.ProblemPackageBinding,30,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0,2.0,0.0,0.0,1.0,2.0,13.0,5.0,4.0,15.0,5.0,9.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,33.0,1.15,3.0,3.0,3.0,3.0,1.0,3.0,30.0,3.0,0.0,0.0,44.0,0,0,0,0,0,0,0,0,0,0,3,10,0.6020599913279624,3,22,0,0,0,1,14,0.6020599913279624,12,12,0,0,3,2,1.3333333333333333,1.0,1,0
jboss-3.2.2RC2-src__org.jboss.util.StopWatch,342,0.0,2.0,2.0,2.0,1.0,15.0,1.0,10.0,4.0,3.0,0.0,1.0,1.0,0.0,14.0,5.0,15.0,15.0,0.0,1.0,0.0,14.0,50.0,199.0,41.0,98.0,93.0,72.0,124.0,49.0,75.0,4.0,4.0,4.0,3.0,1.0,2.0,69.0,0.47,30.0,30.0,30.0,19.0,0.7142857142857143,21.0,290.0,11.0,4.0,0.1978021978021978,108.0,0,0,0,0,0,0,0,0,0,0,1,120,1.4913616938342726,11,0,0,0,0,0,5,1.4913616938342726,53,39,1,0,30,2,5.466666666666667,2.0,0,0
manifoldcf-release-0.6__org.apache.manifoldcf.crawler.connectors.webcrawler.DataCache.DocumentData,50,0.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,7.0,30.0,10.0,8.0,13.0,12.0,18.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,60.0,0.43,5.0,5.0,5.0,5.0,0.2,1.0,30.0,1.0,4.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,7,0.7781512503836436,1,0,0,0,1,0,5,0.7781512503836436,15,9,0,0,5,1,1.6,1.0,0,0
eclipse.jdt.core-R3_3__X.run.(Anon_1),4,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,1,0.3010299956639812,1,0,0,0,0,0,38,0.3010299956639812,0,0,0,0,1,0,1.0,1.0,0,0
jboss-4.0.4.GA-src__org.jboss.jdbc.DerbyDatabase,195,0.0,1.0,1.0,1.0,1.0,12.0,0.0,7.0,4.0,3.0,4.0,0.0,0.0,6.0,10.0,4.0,10.0,50.0,0.0,1.0,3.0,6.0,27.0,87.0,27.0,38.0,81.0,31.0,47.0,23.0,24.0,2.0,2.0,2.0,1.0,3.0,1.0,70.0,0.93,16.0,16.0,16.0,10.0,0.0,3.0,99.0,2.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,21,1.1139433523068367,2,40,0,0,1,6,42,1.230448921378274,24,22,1,0,15,0,2.9,1.2,7,0
apache-cassandra-0.7.3-src__org.apache.cassandra.io.sstable.Component.Type,30,6.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,21.0,10.0,5.0,7.0,5.0,10.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.33,6.0,6.0,6.0,6.0,0.25,6.0,30.0,4.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,11,0.6020599913279624,4,0,0,0,6,0,12,0.8450980400142568,5,6,1,0,4,1,1.25,0.75,1,0
elasticsearch-0.18.0__org.elasticsearch.common.lucene.analysis.HTMLStripCharFilter,757,1.0,4.0,4.0,5.0,3.0,21.0,1.0,15.0,4.0,1.0,0.0,0.0,1.0,5.0,30.0,12.0,31.0,31.0,1.0,22.0,0.0,8.0,102.0,500.0,89.0,363.0,157.0,270.0,414.0,91.0,323.0,18.0,18.0,21.0,16.0,2.0,4.0,87.0,0.31,151.0,147.0,180.0,121.0,0.7777777777777778,150.0,754.0,30.0,1.0,0.1428571428571428,1.0,0,0,0,0,0,0,0,0,0,0,3,471,1.863322860120456,30,0,2,2,6,0,54,2.257678574869185,150,147,3,1,320,3,11.129032258064516,2.3225806451612905,0,0
xerces2-j-Xerces-J_1_3_1__org.apache.xerces.utils.regex.Token.ConcatToken,31,0.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,52.0,3.0,0.0,0.0,1.0,3.0,25.0,8.0,12.0,3.0,12.0,19.0,8.0,11.0,3.0,3.0,5.0,1.0,2.0,1.0,25.0,0.12,7.0,7.0,9.0,4.0,1.0,5.0,28.0,3.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,18,0.7781512503836436,3,48,0,0,2,3,0,1.0,12,9,0,0,6,1,3.0,1.25,1,0
jboss-4.2.1.GA-src__org.jboss.resource.connectionmanager.JBossManagedConnectionPool.startService.(Anon_1),8,0.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,4.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,5,5,0.3010299956639812,1,0,0,0,0,1,38,0.4771212547196624,3,5,0,0,1,0,3.0,1.0,5,0
eclipse.jdt.core-R3_6__org.eclipse.jdt.internal.formatter.Scribe.adaptEdits.(Anon_1),6,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,5.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,5,5,0.6020599913279624,1,0,0,0,0,0,99,0.3010299956639812,3,1,1,0,1,0,4.0,3.0,1,0
jboss-3.0.8-src__org.jboss.mq.SpyXAResourceManager.TXState,18,0.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,5.0,8.0,3.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,8,8,0.3010299956639812,1,0,0,0,2,0,5,0.3010299956639812,4,2,0,0,1,0,5.0,1.0,1,0
lucene-solr-releases-lucene-solr-3.6.0__org.apache.lucene.search.ParallelMultiSearcher,270,0.0,2.0,2.0,2.0,1.0,20.0,1.0,14.0,4.0,1.0,16.0,0.0,0.0,0.0,8.0,3.0,8.0,47.0,1.0,0.0,0.0,7.0,32.0,168.0,56.0,98.0,74.0,90.0,135.0,66.0,69.0,5.0,5.0,5.0,1.0,3.0,2.0,33.0,0.44,22.0,22.0,22.0,8.0,1.0,22.0,270.0,8.0,0.0,0.4761904761904761,211.0,0,0,0,0,0,0,0,0,0,0,3,113,1.6901960800285136,8,39,0,0,3,6,35,1.3617278360175928,39,47,16,0,45,2,9.875,6.0,18,0
eclipse.jdt.core-R3_6_1__org.eclipse.jdt.core.dom.VariableDeclarationExpression,427,4.0,2.0,2.0,2.0,1.0,13.0,0.0,7.0,5.0,1.0,13.0,0.0,1.0,6.0,18.0,5.0,19.0,85.0,12.0,0.0,0.0,7.0,33.0,173.0,43.0,103.0,226.0,78.0,117.0,37.0,80.0,4.0,4.0,4.0,3.0,3.0,3.0,86.0,1.31,40.0,40.0,40.0,25.0,0.2727272727272727,29.0,335.0,14.0,5.0,0.0952380952380952,150.0,0,0,0,0,0,0,0,0,0,0,3,101,1.414973347970818,14,66,14,14,10,10,99,1.6127838567197357,143,69,4,6,39,1,4.368421052631579,1.3157894736842106,13,0
jboss-5.0.0.CR1-src__org.jboss.web.jsf.integration.config.JBossJSFConfigureListener,163,2.0,2.0,2.0,2.0,1.0,18.0,2.0,13.0,2.0,1.0,1.0,0.0,2.0,4.0,5.0,1.0,7.0,7.0,0.0,5.0,0.0,2.0,32.0,105.0,20.0,68.0,26.0,55.0,74.0,18.0,56.0,8.0,8.0,8.0,1.0,2.0,1.0,78.0,0.25,18.0,18.0,20.0,7.0,0.5,9.0,83.0,5.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,5,45,1.1139433523068367,5,0,1,0,2,0,12,1.3222192947339193,23,28,3,1,138,0,9.142857142857142,1.7142857142857142,1,0
nutch-release-0.8__org.apache.nutch.protocol.Content,228,1.0,1.0,1.0,2.0,1.0,10.0,1.0,8.0,1.0,1.0,5.0,0.0,2.0,2.0,15.0,8.0,17.0,17.0,0.0,1.0,2.0,14.0,41.0,151.0,41.0,101.0,47.0,94.0,123.0,40.0,83.0,7.0,7.0,13.0,1.0,2.0,1.0,72.0,0.31,30.0,30.0,40.0,17.0,0.4,15.0,159.0,8.0,9.0,0.1208791208791208,3.0,0,0,0,0,0,0,0,0,0,0,1,89,1.4771212547196624,8,0,0,0,3,0,0,1.6127838567197357,133,76,7,0,42,2,5.823529411764706,1.7058823529411764,5,0
hive-release-0.9.0__org.apache.hadoop.hive.shims.Hadoop20SShims.newTaskAttemptContext.(Anon_1),5,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,0,12,0.3010299956639812,1,1,0,0,1,0,2.0,1.0,0,0
jvlt-1.1.1__net.sourceforge.jvlt.CSVImportPanel.PreviewTableModel,82,0.0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,2.0,7.0,7.0,0.0,2.0,0.0,5.0,10.0,72.0,26.0,51.0,0.0,47.0,65.0,27.0,38.0,9.0,9.0,9.0,1.0,2.0,3.0,71.0,0.0,17.0,17.0,17.0,7.0,0.2,1.0,17.0,1.0,6.0,0.1,7.0,0,0,0,0,0,0,0,0,0,0,1,4,1.380211241711606,1,0,0,0,2,0,1,1.255272505103306,22,23,4,1,136,0,6.857142857142857,3.2857142857142856,6,0
struts-STRUTS_2_2_3_1__org.apache.struts2.components.Form,305,2.0,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,15.0,0.0,0.0,2.0,26.0,18.0,26.0,124.0,0.0,0.0,6.0,20.0,48.0,187.0,77.0,78.0,70.0,73.0,123.0,61.0,62.0,12.0,12.0,12.0,5.0,4.0,5.0,93.0,0.37,47.0,47.0,48.0,30.0,0.0454545454545454,22.0,219.0,5.0,21.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,3,70,1.6127838567197357,5,98,19,19,4,5,51,1.6901960800285136,87,53,11,3,1571,1,2.8461538461538463,1.5384615384615383,18,0
lucene-solr-releases-lucene-solr-3.1__org.apache.lucene.search.MockFilter,33,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,14.0,6.0,4.0,16.0,5.0,9.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.14,3.0,3.0,3.0,3.0,0.6666666666666666,2.0,29.0,2.0,1.0,0.0,169.0,0,0,0,0,0,0,0,0,0,0,3,6,0.6020599913279624,2,1,0,0,0,1,25,0.6020599913279624,6,10,0,0,3,0,1.3333333333333333,1.0,4,0
